# PulseOx, Arterial oxygen saturation
94.00, 91.29
94.00, 97.89
94.00, 91.86
94.00, 88.61
94.00, 91.46
94.00, 96.93
94.00, 90.30
94.00, 90.75
94.00, 91.20
94.00, 90.00
94.00, 88.05
94.00, 95.24
94.00, 94.01
94.00, 96.09
94.00, 92.43
94.00, 93.45
94.00, 87.81
94.00, 88.43
94.00, 94.67
94.00, 94.09
94.00, 88.96
94.00, 90.79
94.00, 93.02
94.00, 98.37
94.00, 87.40
94.00, 95.20
94.00, 96.53
94.00, 91.64
94.00, 94.24
94.00, 90.82
94.00, 89.31
94.00, 94.88
94.00, 95.80
94.00, 93.47
94.00, 94.66
94.00, 90.68
94.00, 91.59
94.00, 95.82
94.00, 91.23
94.00, 92.39
94.00, 89.77
94.00, 92.87
94.00, 97.33
94.00, 90.35
94.00, 93.03
94.00, 94.77
94.00, 91.57
94.00, 96.22
94.00, 90.68
94.00, 91.50
94.00, 91.78
94.00, 96.01
94.00, 92.73
94.00, 96.52
94.00, 92.33
94.00, 94.72
94.00, 92.10
94.00, 95.98
94.00, 91.59
94.00, 92.11
94.00, 95.99
94.00, 93.97
94.00, 91.22
94.00, 92.27
94.00, 90.57
94.00, 92.68
94.00, 95.65
94.00, 91.53
94.00, 91.03
94.00, 88.49
94.00, 94.23
94.00, 95.44
94.00, 89.61
94.00, 95.07
94.00, 92.92
94.00, 93.14
94.00, 93.05
94.00, 96.04
94.00, 92.06
94.00, 96.94
94.00, 82.97
94.00, 93.79
94.00, 94.77
94.00, 89.20
94.00, 93.89
94.00, 94.53
94.00, 92.44
94.00, 94.46
94.00, 90.35
94.00, 95.67
94.00, 90.72
94.00, 91.09
94.00, 92.72
94.00, 94.27
94.00, 94.89
94.00, 92.33
94.00, 90.11
94.00, 95.76
94.00, 95.62
94.00, 93.32
94.00, 95.06
94.00, 91.22
94.00, 95.61
94.00, 96.75
94.00, 90.63
94.00, 95.23
94.00, 97.25
94.00, 97.64
94.00, 91.63
94.00, 94.45
94.00, 94.52
94.00, 90.13
94.00, 90.59
94.00, 98.32
94.00, 90.10
94.00, 96.23
94.00, 89.98
94.00, 95.47
94.00, 92.98
94.00, 93.09
94.00, 97.30
94.00, 91.57
94.00, 97.11
94.00, 92.56
94.00, 90.26
94.00, 89.26
94.00, 89.97
94.00, 94.99
94.00, 89.35
94.00, 91.60
94.00, 92.69
94.00, 96.50
94.00, 89.88
94.00, 92.01
94.00, 92.17
94.00, 92.93
94.00, 93.02
94.00, 92.43
94.00, 91.20
94.00, 90.30
94.00, 91.18
94.00, 95.27
94.00, 92.02
94.00, 90.10
94.00, 90.06
94.00, 88.57
94.00, 93.89
94.00, 94.73
94.00, 96.61
94.00, 92.00
94.00, 92.77
94.00, 91.48
94.00, 88.18
94.00, 91.59
94.00, 93.58
94.00, 93.13
94.00, 93.52
94.00, 92.35
94.00, 94.77
94.00, 91.13
94.00, 92.38
94.00, 97.31
94.00, 94.03
94.00, 95.29
94.00, 94.73
94.00, 92.76
94.00, 94.30
94.00, 93.75
94.00, 91.50
94.00, 89.47
94.00, 90.13
94.00, 98.27
94.00, 88.74
94.00, 91.12
94.00, 87.10
94.00, 89.86
94.00, 93.85
94.00, 96.39
94.00, 90.73
94.00, 92.28
94.00, 85.79
94.00, 95.82
94.00, 96.80
94.00, 92.83
94.00, 91.95
94.00, 93.66
94.00, 97.49
94.00, 95.16
94.00, 93.82
94.00, 91.53
94.00, 91.61
94.00, 90.60
94.00, 96.42
94.00, 90.86
94.00, 95.21
94.00, 93.65
94.00, 95.16
94.00, 95.22
94.00, 93.30
94.00, 92.88
94.00, 95.40
94.00, 89.37
94.00, 95.25
94.00, 91.32
94.00, 96.87
94.00, 91.58
94.00, 91.74
94.00, 92.20
94.00, 90.51
94.00, 90.69
94.00, 91.30
94.00, 92.26
94.00, 97.09
94.00, 91.79
94.00, 88.55
94.00, 97.65
94.00, 91.28
94.00, 93.78
94.00, 91.75
94.00, 91.42
94.00, 93.10
94.00, 97.09
94.00, 91.73
94.00, 93.18
94.00, 90.94
94.00, 95.20
94.00, 93.46
94.00, 92.97
94.00, 98.26
94.00, 92.79
94.00, 90.60
94.00, 90.81
94.00, 98.05
94.00, 96.22
94.00, 99.41
94.00, 94.29
94.00, 91.63
94.00, 94.92
94.00, 90.51
94.00, 92.56
94.00, 93.20
94.00, 91.11
94.00, 91.76
94.00, 96.87
94.00, 92.36
94.00, 97.17
94.00, 92.69
94.00, 89.94
94.00, 84.20
94.00, 90.88
94.00, 96.27
94.00, 94.20
94.00, 88.84
94.00, 90.43
94.00, 89.91
94.00, 94.98
94.00, 91.12
94.00, 90.19
95.00, 93.82
95.00, 94.26
95.00, 96.18
95.00, 92.07
95.00, 91.59
95.00, 95.73
95.00, 94.41
95.00, 91.93
95.00, 92.77
95.00, 90.79
95.00, 93.00
95.00, 90.53
95.00, 92.33
95.00, 91.49
95.00, 92.65
95.00, 94.89
95.00, 93.89
95.00, 96.27
95.00, 90.80
95.00, 92.46
95.00, 96.58
95.00, 92.36
95.00, 91.44
95.00, 94.97
95.00, 94.84
95.00, 96.29
95.00, 90.37
95.00, 93.65
95.00, 95.77
95.00, 94.22
95.00, 94.68
95.00, 95.74
95.00, 91.85
95.00, 95.25
95.00, 95.31
95.00, 93.26
95.00, 91.30
95.00, 95.13
95.00, 93.15
95.00, 94.21
95.00, 94.38
95.00, 92.34
95.00, 89.30
95.00, 80.61
95.00, 93.14
95.00, 93.53
95.00, 92.42
95.00, 95.42
95.00, 97.38
95.00, 94.06
95.00, 93.62
95.00, 92.89
95.00, 97.34
95.00, 96.76
95.00, 96.88
95.00, 94.74
95.00, 94.30
95.00, 93.07
95.00, 94.34
95.00, 91.28
95.00, 91.08
95.00, 93.57
95.00, 94.59
95.00, 94.61
95.00, 92.60
95.00, 91.56
95.00, 92.76
95.00, 92.95
95.00, 89.31
95.00, 94.44
95.00, 97.28
95.00, 91.37
95.00, 90.65
95.00, 96.58
95.00, 92.65
95.00, 92.64
95.00, 94.89
95.00, 92.51
95.00, 94.35
95.00, 94.73
95.00, 92.42
95.00, 93.66
95.00, 93.65
95.00, 93.22
95.00, 95.81
95.00, 94.31
95.00, 92.38
95.00, 95.69
95.00, 91.02
95.00, 95.22
95.00, 94.67
95.00, 93.77
95.00, 92.43
95.00, 93.67
95.00, 93.08
95.00, 97.94
95.00, 94.38
95.00, 98.15
95.00, 97.23
95.00, 95.59
95.00, 93.78
95.00, 96.52
95.00, 94.67
95.00, 93.68
95.00, 94.74
95.00, 96.47
95.00, 90.46
95.00, 97.12
95.00, 93.07
95.00, 94.55
95.00, 92.23
95.00, 94.38
95.00, 94.73
95.00, 96.13
95.00, 91.39
95.00, 88.12
95.00, 93.26
95.00, 90.37
95.00, 96.80
95.00, 92.61
95.00, 93.50
95.00, 90.34
95.00, 92.52
95.00, 92.71
95.00, 93.65
95.00, 93.90
95.00, 91.96
95.00, 88.95
95.00, 93.49
95.00, 91.19
95.00, 90.57
95.00, 96.22
95.00, 93.18
95.00, 91.04
95.00, 93.53
95.00, 94.17
95.00, 92.94
95.00, 94.21
95.00, 93.73
95.00, 90.46
95.00, 94.58
95.00, 96.76
95.00, 89.83
95.00, 95.95
95.00, 95.79
95.00, 96.05
95.00, 95.99
95.00, 92.41
95.00, 92.18
95.00, 95.05
95.00, 92.08
95.00, 92.66
95.00, 93.45
95.00, 93.87
95.00, 95.79
95.00, 92.25
95.00, 93.33
95.00, 92.67
95.00, 93.17
95.00, 92.84
95.00, 92.99
95.00, 92.02
95.00, 92.48
95.00, 93.56
95.00, 96.06
95.00, 93.59
95.00, 91.81
95.00, 95.13
95.00, 95.09
95.00, 94.84
95.00, 90.39
95.00, 94.28
95.00, 94.36
95.00, 94.03
95.00, 95.32
95.00, 92.45
95.00, 92.28
95.00, 93.89
95.00, 96.15
95.00, 94.99
95.00, 92.53
95.00, 93.61
95.00, 94.55
95.00, 93.11
95.00, 93.98
95.00, 93.45
95.00, 90.82
95.00, 90.83
95.00, 97.47
95.00, 92.36
95.00, 91.59
95.00, 95.59
95.00, 97.71
95.00, 90.61
95.00, 92.79
95.00, 96.27
95.00, 91.87
95.00, 94.12
95.00, 96.88
95.00, 90.96
95.00, 92.83
95.00, 92.85
95.00, 92.14
95.00, 90.70
95.00, 91.46
95.00, 94.83
95.00, 96.28
95.00, 95.02
95.00, 91.92
95.00, 89.08
95.00, 91.45
95.00, 86.70
95.00, 93.95
95.00, 94.19
95.00, 94.63
95.00, 92.82
95.00, 94.53
95.00, 91.75
95.00, 93.92
95.00, 94.65
95.00, 94.40
95.00, 93.57
95.00, 95.67
95.00, 89.14
95.00, 99.09
95.00, 93.43
95.00, 93.91
95.00, 89.27
95.00, 98.15
95.00, 94.14
95.00, 93.50
95.00, 92.40
95.00, 94.37
95.00, 91.45
95.00, 91.12
95.00, 94.76
95.00, 92.14
95.00, 92.71
95.00, 91.78
95.00, 92.27
95.00, 92.07
95.00, 94.61
95.00, 94.96
95.00, 94.38
95.00, 91.30
95.00, 94.22
95.00, 93.55
95.00, 93.12
95.00, 94.90
95.00, 92.88
95.00, 96.53
95.00, 97.73
95.00, 93.67
95.00, 90.89
95.00, 95.98
95.00, 94.88
95.00, 93.65
95.00, 94.49
95.00, 91.41
95.00, 92.28
95.00, 94.43
95.00, 95.97
95.00, 96.62
95.00, 92.62
95.00, 96.30
95.00, 92.51
95.00, 95.08
95.00, 95.15
95.00, 96.40
95.00, 95.22
95.00, 95.13
95.00, 93.76
95.00, 96.62
95.00, 97.67
95.00, 92.34
95.00, 91.30
95.00, 93.82
95.00, 95.10
95.00, 91.87
95.00, 92.91
95.00, 91.06
95.00, 95.95
95.00, 95.47
95.00, 93.92
95.00, 95.64
95.00, 93.74
95.00, 96.83
95.00, 93.93
95.00, 93.09
95.00, 92.83
95.00, 92.77
95.00, 93.28
95.00, 90.63
95.00, 93.01
95.00, 93.09
95.00, 95.57
95.00, 95.62
95.00, 93.43
95.00, 96.34
95.00, 95.94
95.00, 94.68
95.00, 92.80
95.00, 94.42
95.00, 91.74
95.00, 94.65
95.00, 92.20
95.00, 89.67
95.00, 97.67
95.00, 93.14
95.00, 91.14
95.00, 94.12
95.00, 91.91
95.00, 94.98
95.00, 90.95
95.00, 97.43
95.00, 97.04
95.00, 93.04
95.00, 93.34
95.00, 94.20
95.00, 94.90
95.00, 94.38
95.00, 93.69
95.00, 96.16
95.00, 92.72
95.00, 92.94
95.00, 96.22
95.00, 95.43
95.00, 92.63
95.00, 96.20
95.00, 92.40
95.00, 94.59
95.00, 89.59
95.00, 88.86
95.00, 93.59
95.00, 93.07
95.00, 97.19
95.00, 94.02
95.00, 92.57
95.00, 92.80
95.00, 92.65
95.00, 92.27
95.00, 93.50
95.00, 91.96
95.00, 90.01
95.00, 95.23
95.00, 93.71
95.00, 92.47
95.00, 91.76
95.00, 97.32
95.00, 96.12
95.00, 92.02
95.00, 92.11
95.00, 91.82
95.00, 97.11
95.00, 91.51
95.00, 95.69
95.00, 94.65
95.00, 93.14
95.00, 97.09
95.00, 94.90
95.00, 93.86
95.00, 91.79
95.00, 94.50
95.00, 90.41
95.00, 92.46
95.00, 93.89
95.00, 95.16
95.00, 94.29
95.00, 94.58
95.00, 95.05
95.00, 93.54
95.00, 93.56
95.00, 95.85
95.00, 93.70
95.00, 93.89
95.00, 92.17
95.00, 91.85
95.00, 88.87
95.00, 93.54
95.00, 93.39
95.00, 95.95
95.00, 92.23
95.00, 94.14
95.00, 93.93
95.00, 89.59
95.00, 94.78
95.00, 94.63
95.00, 93.91
95.00, 93.43
95.00, 94.58
95.00, 97.70
95.00, 89.07
95.00, 92.79
95.00, 88.20
95.00, 94.16
95.00, 96.02
95.00, 92.85
95.00, 92.31
95.00, 91.95
95.00, 95.16
95.00, 91.97
95.00, 89.32
95.00, 90.37
95.00, 95.87
95.00, 93.27
95.00, 93.79
95.00, 92.38
95.00, 94.23
95.00, 86.67
95.00, 93.66
95.00, 90.94
95.00, 93.44
95.00, 91.38
95.00, 93.21
95.00, 92.57
95.00, 96.88
95.00, 86.88
95.00, 92.44
95.00, 89.53
95.00, 92.89
95.00, 92.63
95.00, 93.30
95.00, 93.54
95.00, 95.76
95.00, 92.54
95.00, 93.53
95.00, 93.00
95.00, 92.97
95.00, 88.79
95.00, 94.72
95.00, 95.56
95.00, 89.95
95.00, 93.33
95.00, 92.95
95.00, 93.88
95.00, 94.32
95.00, 91.35
95.00, 91.11
95.00, 95.61
95.00, 90.30
95.00, 94.36
95.00, 89.89
95.00, 95.37
95.00, 97.52
95.00, 95.91
95.00, 95.06
95.00, 91.54
95.00, 92.67
95.00, 94.74
95.00, 97.03
95.00, 94.52
95.00, 95.09
95.00, 92.82
95.00, 91.25
95.00, 94.58
95.00, 91.73
95.00, 96.30
95.00, 96.79
95.00, 93.00
95.00, 91.35
95.00, 93.14
95.00, 96.02
95.00, 96.84
95.00, 91.77
95.00, 96.60
95.00, 95.34
95.00, 94.35
95.00, 93.80
95.00, 96.48
95.00, 94.66
95.00, 95.66
95.00, 95.75
95.00, 91.12
95.00, 92.71
95.00, 96.72
95.00, 96.88
95.00, 92.31
95.00, 97.66
95.00, 92.53
95.00, 94.93
95.00, 96.87
95.00, 91.42
95.00, 91.77
95.00, 93.05
95.00, 93.74
95.00, 91.44
95.00, 97.24
95.00, 95.58
95.00, 96.25
95.00, 94.94
95.00, 91.57
95.00, 94.51
95.00, 95.03
95.00, 91.44
95.00, 95.44
95.00, 93.35
95.00, 90.48
95.00, 98.22
95.00, 85.03
95.00, 93.36
95.00, 93.95
95.00, 95.41
95.00, 92.05
95.00, 92.57
95.00, 92.86
95.00, 92.61
95.00, 93.48
95.00, 97.17
95.00, 92.57
95.00, 93.67
95.00, 92.60
95.00, 92.03
95.00, 96.85
95.00, 95.01
95.00, 93.93
95.00, 93.83
95.00, 93.58
95.00, 90.76
95.00, 92.00
95.00, 93.32
95.00, 92.61
95.00, 94.16
95.00, 94.29
95.00, 94.65
95.00, 92.36
95.00, 94.68
95.00, 96.02
95.00, 90.43
95.00, 97.27
95.00, 94.84
95.00, 89.71
95.00, 90.41
95.00, 89.32
95.00, 91.47
95.00, 94.12
95.00, 94.00
95.00, 93.17
95.00, 91.98
95.00, 95.20
95.00, 94.54
95.00, 93.74
95.00, 94.07
95.00, 92.37
95.00, 92.66
95.00, 95.35
95.00, 93.74
95.00, 94.16
95.00, 92.88
95.00, 91.71
95.00, 93.79
95.00, 92.50
95.00, 95.57
95.00, 89.91
95.00, 92.38
95.00, 95.45
95.00, 92.46
95.00, 93.75
95.00, 90.95
95.00, 94.36
95.00, 92.16
95.00, 94.90
95.00, 94.45
95.00, 91.56
95.00, 95.59
95.00, 94.73
95.00, 96.91
95.00, 93.76
95.00, 92.80
95.00, 93.70
95.00, 94.88
95.00, 94.43
95.00, 95.64
95.00, 93.54
95.00, 92.73
95.00, 94.37
95.00, 93.91
95.00, 90.02
95.00, 95.63
95.00, 96.46
95.00, 94.76
95.00, 91.37
95.00, 97.12
95.00, 94.24
95.00, 92.66
95.00, 93.25
95.00, 95.38
95.00, 95.61
95.00, 92.92
95.00, 90.57
95.00, 97.91
95.00, 94.99
95.00, 90.18
95.00, 94.10
95.00, 97.03
95.00, 92.59
95.00, 92.67
95.00, 88.67
95.00, 90.28
95.00, 94.49
95.00, 91.83
95.00, 92.02
95.00, 96.12
95.00, 91.98
95.00, 92.66
95.00, 97.82
95.00, 91.09
95.00, 90.93
95.00, 91.98
95.00, 88.92
95.00, 93.15
95.00, 96.06
95.00, 94.55
95.00, 91.84
95.00, 92.34
95.00, 93.86
95.00, 93.28
95.00, 95.85
95.00, 89.86
95.00, 91.85
95.00, 92.02
95.00, 92.08
95.00, 95.95
95.00, 90.70
95.00, 88.87
95.00, 90.69
95.00, 91.99
95.00, 91.16
95.00, 91.25
95.00, 94.69
95.00, 94.36
95.00, 97.72
95.00, 96.14
95.00, 91.90
95.00, 92.69
95.00, 93.20
95.00, 96.33
95.00, 96.52
95.00, 96.20
95.00, 95.31
95.00, 90.72
95.00, 94.85
95.00, 97.00
95.00, 90.83
95.00, 92.51
95.00, 91.86
95.00, 96.69
95.00, 92.67
95.00, 92.49
95.00, 95.73
95.00, 94.59
95.00, 94.26
95.00, 94.16
95.00, 98.29
96.00, 96.59
96.00, 95.08
96.00, 93.89
96.00, 94.72
96.00, 95.37
96.00, 94.47
96.00, 94.05
96.00, 93.54
96.00, 95.13
96.00, 92.92
96.00, 92.94
96.00, 92.35
96.00, 92.92
96.00, 90.19
96.00, 90.93
96.00, 94.36
96.00, 94.07
96.00, 95.35
96.00, 92.03
96.00, 95.82
96.00, 95.86
96.00, 91.80
96.00, 93.36
96.00, 94.64
96.00, 94.76
96.00, 97.11
96.00, 95.87
96.00, 95.99
96.00, 93.07
96.00, 92.69
96.00, 94.59
96.00, 91.24
96.00, 95.27
96.00, 95.62
96.00, 97.13
96.00, 94.94
96.00, 98.72
96.00, 93.67
96.00, 95.55
96.00, 94.25
96.00, 91.68
96.00, 96.07
96.00, 94.48
96.00, 92.78
96.00, 92.34
96.00, 94.65
96.00, 95.17
96.00, 90.24
96.00, 93.63
96.00, 95.63
96.00, 92.78
96.00, 91.86
96.00, 94.05
96.00, 94.35
96.00, 94.74
96.00, 95.07
96.00, 93.88
96.00, 95.08
96.00, 92.46
96.00, 93.50
96.00, 90.31
96.00, 94.94
96.00, 94.61
96.00, 97.43
96.00, 92.63
96.00, 95.26
96.00, 97.49
96.00, 91.44
96.00, 93.97
96.00, 95.63
96.00, 94.29
96.00, 95.74
96.00, 97.45
96.00, 94.52
96.00, 93.57
96.00, 92.56
96.00, 93.34
96.00, 88.43
96.00, 95.47
96.00, 95.25
96.00, 95.32
96.00, 95.66
96.00, 94.98
96.00, 96.58
96.00, 92.51
96.00, 94.10
96.00, 91.89
96.00, 93.39
96.00, 93.08
96.00, 90.61
96.00, 92.14
96.00, 93.28
96.00, 93.31
96.00, 95.56
96.00, 93.50
96.00, 93.73
96.00, 94.18
96.00, 94.64
96.00, 96.22
96.00, 91.70
96.00, 94.27
96.00, 94.23
96.00, 92.93
96.00, 93.74
96.00, 93.81
96.00, 93.88
96.00, 91.95
96.00, 94.25
96.00, 94.74
96.00, 93.32
96.00, 96.39
96.00, 93.11
96.00, 93.82
96.00, 95.04
96.00, 97.56
96.00, 91.45
96.00, 89.65
96.00, 95.50
96.00, 91.92
96.00, 96.73
96.00, 95.24
96.00, 95.35
96.00, 94.35
96.00, 95.83
96.00, 94.61
96.00, 96.23
96.00, 92.78
96.00, 91.91
96.00, 95.69
96.00, 93.95
96.00, 95.98
96.00, 93.95
96.00, 93.03
96.00, 92.54
96.00, 92.97
96.00, 92.52
96.00, 94.52
96.00, 96.13
96.00, 93.83
96.00, 93.55
96.00, 92.96
96.00, 96.17
96.00, 94.39
96.00, 95.93
96.00, 90.25
96.00, 89.70
96.00, 95.79
96.00, 92.46
96.00, 94.24
96.00, 93.58
96.00, 94.71
96.00, 94.84
96.00, 93.89
96.00, 93.72
96.00, 92.64
96.00, 94.82
96.00, 93.42
96.00, 92.57
96.00, 90.10
96.00, 93.17
96.00, 94.43
96.00, 93.37
96.00, 94.02
96.00, 96.78
96.00, 84.53
96.00, 95.76
96.00, 94.01
96.00, 93.13
96.00, 93.73
96.00, 97.35
96.00, 93.66
96.00, 94.52
96.00, 95.54
96.00, 89.17
96.00, 94.83
96.00, 93.02
96.00, 93.06
96.00, 91.03
96.00, 87.22
96.00, 94.92
96.00, 95.58
96.00, 92.58
96.00, 92.98
96.00, 97.12
96.00, 94.04
96.00, 93.57
96.00, 95.22
96.00, 94.29
96.00, 94.29
96.00, 94.97
96.00, 93.37
96.00, 93.63
96.00, 95.37
96.00, 91.26
96.00, 94.07
96.00, 92.49
96.00, 93.97
96.00, 93.69
96.00, 95.42
96.00, 93.60
96.00, 93.44
96.00, 94.03
96.00, 94.67
96.00, 93.31
96.00, 93.97
96.00, 93.58
96.00, 96.23
96.00, 94.80
96.00, 96.39
96.00, 95.33
96.00, 95.75
96.00, 92.71
96.00, 94.38
96.00, 97.07
96.00, 93.71
96.00, 95.77
96.00, 93.02
96.00, 93.34
96.00, 91.88
96.00, 94.45
96.00, 95.65
96.00, 94.31
96.00, 95.74
96.00, 95.88
96.00, 95.10
96.00, 93.68
96.00, 95.56
96.00, 93.79
96.00, 90.66
96.00, 95.85
96.00, 95.16
96.00, 92.00
96.00, 97.16
96.00, 94.77
96.00, 92.60
96.00, 92.88
96.00, 95.19
96.00, 95.52
96.00, 91.71
96.00, 95.90
96.00, 93.90
96.00, 95.37
96.00, 98.13
96.00, 96.85
96.00, 96.92
96.00, 93.30
96.00, 93.49
96.00, 91.76
96.00, 94.29
96.00, 92.31
96.00, 98.22
96.00, 95.67
96.00, 92.81
96.00, 92.27
96.00, 94.62
96.00, 92.02
96.00, 93.60
96.00, 93.79
96.00, 94.94
96.00, 94.13
96.00, 92.89
96.00, 95.07
96.00, 95.55
96.00, 90.74
96.00, 95.67
96.00, 95.91
96.00, 95.79
96.00, 96.77
96.00, 92.95
96.00, 97.48
96.00, 96.00
96.00, 96.02
96.00, 92.02
96.00, 87.56
96.00, 93.04
96.00, 94.80
96.00, 94.26
96.00, 93.15
96.00, 94.29
96.00, 94.11
96.00, 95.35
96.00, 93.80
96.00, 96.21
96.00, 92.01
96.00, 93.65
96.00, 93.86
96.00, 96.02
96.00, 95.26
96.00, 93.12
96.00, 94.80
96.00, 95.10
96.00, 94.80
96.00, 90.22
96.00, 94.12
96.00, 93.52
96.00, 97.24
96.00, 92.94
96.00, 94.91
96.00, 97.26
96.00, 84.43
96.00, 93.48
96.00, 95.23
96.00, 95.35
96.00, 91.97
96.00, 93.02
96.00, 97.76
96.00, 97.59
96.00, 96.00
96.00, 95.58
96.00, 93.69
96.00, 91.69
96.00, 93.74
96.00, 92.08
96.00, 95.46
96.00, 96.00
96.00, 92.74
96.00, 94.54
96.00, 95.97
96.00, 93.32
96.00, 95.54
96.00, 93.55
96.00, 96.25
96.00, 92.32
96.00, 93.55
96.00, 95.26
96.00, 93.69
96.00, 93.69
96.00, 96.87
96.00, 91.91
96.00, 94.66
96.00, 94.33
96.00, 89.50
96.00, 92.34
96.00, 91.25
96.00, 93.87
96.00, 92.01
96.00, 96.79
96.00, 93.91
96.00, 94.17
96.00, 95.19
96.00, 92.26
96.00, 96.81
96.00, 94.34
96.00, 91.15
96.00, 94.29
96.00, 94.59
96.00, 93.51
96.00, 94.07
96.00, 91.65
96.00, 92.66
96.00, 94.84
96.00, 94.62
96.00, 94.61
96.00, 94.66
96.00, 95.06
96.00, 91.91
96.00, 92.07
96.00, 92.83
96.00, 93.21
96.00, 92.81
96.00, 96.44
96.00, 92.77
96.00, 96.29
96.00, 98.50
96.00, 95.34
96.00, 93.70
96.00, 95.18
96.00, 96.07
96.00, 93.23
96.00, 95.04
96.00, 94.90
96.00, 94.52
96.00, 95.11
96.00, 94.62
96.00, 96.59
96.00, 96.45
96.00, 95.56
96.00, 93.97
96.00, 92.71
96.00, 90.06
96.00, 93.07
96.00, 92.82
96.00, 96.18
96.00, 91.71
96.00, 95.57
96.00, 95.57
96.00, 93.52
96.00, 92.96
96.00, 95.54
96.00, 94.55
96.00, 97.21
96.00, 92.74
96.00, 96.22
96.00, 97.91
96.00, 93.91
96.00, 91.14
96.00, 92.99
96.00, 97.46
96.00, 95.01
96.00, 95.94
96.00, 92.29
96.00, 92.14
96.00, 95.15
96.00, 94.14
96.00, 95.68
96.00, 95.11
96.00, 93.50
96.00, 92.69
96.00, 95.72
96.00, 93.08
96.00, 91.74
96.00, 94.89
96.00, 99.05
96.00, 92.20
96.00, 93.01
96.00, 94.25
96.00, 96.64
96.00, 90.82
96.00, 95.02
96.00, 93.62
96.00, 94.19
96.00, 93.42
96.00, 93.08
96.00, 96.77
96.00, 93.35
96.00, 95.96
96.00, 93.03
96.00, 93.06
96.00, 94.11
96.00, 98.14
96.00, 92.93
96.00, 88.39
96.00, 95.46
96.00, 95.63
96.00, 94.60
96.00, 95.27
96.00, 93.37
96.00, 93.37
96.00, 95.66
96.00, 89.10
96.00, 94.22
96.00, 89.72
96.00, 96.19
96.00, 93.24
96.00, 92.89
96.00, 91.41
96.00, 95.60
96.00, 96.47
96.00, 93.97
96.00, 96.44
96.00, 93.37
96.00, 94.33
96.00, 90.20
96.00, 91.50
96.00, 95.30
96.00, 94.65
96.00, 91.53
96.00, 95.82
96.00, 93.97
96.00, 94.12
96.00, 93.32
96.00, 94.62
96.00, 93.24
96.00, 97.78
96.00, 93.55
96.00, 94.95
96.00, 94.60
96.00, 94.75
96.00, 94.44
96.00, 96.62
96.00, 97.53
96.00, 96.56
96.00, 93.05
96.00, 92.27
96.00, 93.27
96.00, 93.87
96.00, 93.08
96.00, 94.65
96.00, 95.67
96.00, 93.59
96.00, 94.09
96.00, 98.13
96.00, 96.12
96.00, 93.75
96.00, 94.16
96.00, 93.66
96.00, 91.91
96.00, 95.09
96.00, 94.96
96.00, 93.38
96.00, 95.49
96.00, 95.36
96.00, 96.74
96.00, 93.86
96.00, 94.08
96.00, 90.94
96.00, 95.69
96.00, 94.15
96.00, 93.02
96.00, 94.36
96.00, 91.81
96.00, 95.07
96.00, 92.78
96.00, 95.24
96.00, 94.83
96.00, 95.18
96.00, 94.89
96.00, 96.24
96.00, 93.12
96.00, 94.09
96.00, 97.49
96.00, 95.95
96.00, 93.52
96.00, 95.78
96.00, 95.41
96.00, 96.16
96.00, 94.56
96.00, 95.20
96.00, 96.41
96.00, 93.46
96.00, 93.07
96.00, 90.49
96.00, 95.03
96.00, 93.31
96.00, 97.22
96.00, 94.28
96.00, 90.08
96.00, 96.29
96.00, 93.94
96.00, 93.96
96.00, 93.90
96.00, 97.16
96.00, 95.42
96.00, 93.81
96.00, 96.81
96.00, 93.13
96.00, 95.09
96.00, 93.97
96.00, 92.94
96.00, 93.81
96.00, 92.86
96.00, 92.02
96.00, 95.60
96.00, 91.79
96.00, 96.00
96.00, 95.15
96.00, 92.18
96.00, 90.71
96.00, 93.99
96.00, 95.06
96.00, 93.75
96.00, 93.64
96.00, 94.09
96.00, 95.12
96.00, 96.60
96.00, 93.98
96.00, 92.85
96.00, 94.66
96.00, 92.00
96.00, 95.07
96.00, 93.45
96.00, 92.35
96.00, 95.55
96.00, 95.88
96.00, 96.74
96.00, 94.78
96.00, 91.82
96.00, 96.28
96.00, 96.89
96.00, 94.25
96.00, 93.93
96.00, 94.50
96.00, 95.00
96.00, 94.56
96.00, 96.37
96.00, 95.53
96.00, 91.48
96.00, 97.06
96.00, 93.76
96.00, 93.32
96.00, 92.56
96.00, 94.85
96.00, 96.70
96.00, 94.83
96.00, 96.17
96.00, 97.40
96.00, 93.56
96.00, 91.00
96.00, 97.35
96.00, 94.66
96.00, 94.65
96.00, 89.57
96.00, 96.13
96.00, 93.30
96.00, 93.58
96.00, 92.05
96.00, 96.02
96.00, 92.73
96.00, 92.12
96.00, 92.97
96.00, 94.35
96.00, 95.39
96.00, 95.17
96.00, 93.12
96.00, 95.05
96.00, 94.64
96.00, 94.25
96.00, 93.66
96.00, 96.64
96.00, 94.08
96.00, 95.04
96.00, 93.49
96.00, 96.97
96.00, 95.11
96.00, 95.58
96.00, 94.36
96.00, 97.63
96.00, 94.60
96.00, 93.36
96.00, 96.60
96.00, 96.86
96.00, 87.88
96.00, 93.69
96.00, 92.84
96.00, 92.89
96.00, 92.57
96.00, 90.88
96.00, 95.56
96.00, 95.96
96.00, 95.23
96.00, 91.03
96.00, 95.22
96.00, 95.65
96.00, 93.23
96.00, 95.36
96.00, 93.85
96.00, 92.67
96.00, 93.91
96.00, 94.59
96.00, 89.74
96.00, 93.56
96.00, 92.29
